,grid_topology,pv_penetration,hp_penetration,ev_penetration,lem_with_lem,average_energy_price_with_lem,avg_share_balancing_energy_with_lem,avg_normalized_market_energy_with_lem,avg_ratio_gen_dem_with_lem,avg_ratio_hp_hh_with_lem,avg_ratio_pv_hp_with_lem,peak_power_with_lem,season_with_lem,max_loads_with_lem,grid_topology_without_lem,lem_without_lem,average_energy_price_without_lem,avg_share_balancing_energy_without_lem,avg_normalized_market_energy_without_lem,avg_ratio_gen_dem_without_lem,avg_ratio_hp_hh_without_lem,avg_ratio_pv_hp_without_lem,peak_power_without_lem,season_without_lem,max_loads_without_lem,average_energy_price_ratio,peak_power_ratio,max_loads_ratio
70,Countryside,0.5,1.0,0.0,True,0.2965,0.1491,0.4878,0.487,2.1517,2.1346,-150.144,winter,96.02,Countryside,False,0.323,0.0,0.5507,0.5326,2.0498,2.3524,-114.096,winter,93.65,0.9179566563467492,1.3159444678165755,1.0253069941270687
71,Countryside,0.5,1.0,0.25,True,0.2962,0.1522,0.4843,0.4829,2.1485,2.179,-150.144,winter,95.63,Countryside,False,0.3234,0.0,0.5549,0.5213,2.05,2.3524,-116.496,winter,94.79,0.9158936301793444,1.288833951380305,1.0088616942715476
72,Countryside,0.5,1.0,0.5,True,0.2955,0.1506,0.4883,0.4582,2.1499,2.1622,-150.144,winter,94.96,Countryside,False,0.3231,0.0,0.5593,0.5056,2.05,2.3524,-116.496,winter,95.03,0.914577530176416,1.288833951380305,0.9992633905082605
73,Countryside,0.5,1.0,0.75,True,0.2983,0.1537,0.4994,0.4462,2.155,2.1624,-150.144,winter,95.52,Countryside,False,0.324,0.0,0.5654,0.496,2.05,2.3524,-117.36,winter,95.41,0.9206790123456791,1.2793456032719837,1.001152918981239
74,Countryside,0.5,1.0,1.0,True,0.2986,0.1582,0.5012,0.445,2.155,2.12,-150.144,winter,96.58,Countryside,False,0.3244,0.0,0.5712,0.4929,2.05,2.3524,-118.88,winter,96.06,0.9204685573366214,1.2629878869448183,1.0054132833645637
75,Countryside,0.75,0.0,0.0,True,0.2471,0.2459,0.2193,0.976,0.0,inf,72.71600000000001,summer,51.97,Countryside,False,0.2509,0.0,0.2126,1.0114,0.0,inf,56.624,summer,51.43,0.9848545237146272,1.2841904492794576,1.0104997083414349
76,Countryside,0.75,0.0,0.25,True,0.2418,0.2378,0.2323,0.9837,0.0,inf,91.58,summer,57.37,Countryside,False,0.2515,0.0,0.2259,1.0403,0.0,inf,60.84,summer,55.43,0.961431411530815,1.5052596975673898,1.0349990979613928
77,Countryside,0.75,0.0,0.5,True,0.2434,0.2245,0.2358,0.9482,0.0,inf,60.74000000000001,summer,47.45,Countryside,False,0.2537,0.0,0.2295,0.9993,0.0,inf,60.652,summer,55.23,0.9594008671659441,1.0014509002176353,0.8591345283360493
78,Countryside,0.75,0.0,0.75,True,0.2387,0.212,0.232,0.892,0.0,inf,74.296,summer,48.25,Countryside,False,0.2542,0.0,0.2311,0.9704,0.0,inf,60.652,summer,54.91,0.9390243902439025,1.2249554837433227,0.8787106173738846
79,Countryside,0.75,0.0,1.0,True,0.2412,0.1993,0.2413,0.8758,0.0,inf,79.236,summer,49.29,Countryside,False,0.2566,0.0,0.2369,0.957,0.0,inf,60.652,summer,54.92,0.9399844115354637,1.306403745960562,0.8974872541879096
80,Countryside,0.75,0.25,0.0,True,0.2299,0.2041,0.4419,1.2733,0.7669,18.6438,131.668,summer,98.87,Countryside,False,0.27,0.0,0.4741,1.5167,0.7253,27.8319,115.42,summer,107.37,0.8514814814814814,1.1407728296655693,0.920834497531899
81,Countryside,0.75,0.25,0.25,True,0.2288,0.1969,0.4466,1.1812,0.7714,19.0357,186.948,summer,109.88,Countryside,False,0.2716,0.0,0.4784,1.479,0.7253,27.8336,115.432,summer,107.33,0.8424153166421208,1.6195509044285814,1.0237585018168265
82,Countryside,0.75,0.25,0.5,True,0.2296,0.186,0.4495,1.1526,0.7684,18.8241,153.588,summer,107.24,Countryside,False,0.2719,0.0,0.481,1.4212,0.7253,27.8336,115.432,summer,106.84,0.8444280985656492,1.3305495876360107,1.0037439161362784
83,Countryside,0.75,0.25,0.75,True,0.2267,0.1787,0.4431,1.1269,0.7723,18.8053,177.004,summer,95.91,Countryside,False,0.269,0.0,0.4773,1.3844,0.7253,27.8336,115.432,summer,106.42,0.8427509293680298,1.5334049483678702,0.9012403683518135
84,Countryside,0.75,0.25,1.0,True,0.2296,0.1715,0.4511,1.1262,0.7717,18.9944,136.652,summer,91.12,Countryside,False,0.2702,0.0,0.4832,1.373,0.7253,27.8336,115.432,summer,106.42,0.8497409326424871,1.183831173331485,0.8562300319488818
85,Countryside,0.75,0.5,0.0,True,0.2381,0.1866,0.4819,1.1769,1.1453,12.1967,150.656,summer,100.88,Countryside,False,0.2757,0.0,0.5246,1.4338,1.0713,20.7681,115.092,summer,106.94,0.863619876677548,1.3090049699370938,0.9433327099308023
86,Countryside,0.75,0.5,0.25,True,0.2341,0.1815,0.483,1.0956,1.1486,12.5545,184.86,summer,114.41,Countryside,False,0.2771,0.0,0.5289,1.3982,1.0713,20.7694,115.104,summer,106.89,0.8448213641284734,1.606025854879066,1.0703526990363925
87,Countryside,0.75,0.5,0.5,True,0.2398,0.1843,0.4943,1.1194,1.146,12.7602,129.93599999999998,summer,97.39,Countryside,False,0.2781,0.0,0.5332,1.3448,1.0713,20.7694,114.896,summer,106.4,0.862279755483639,1.1309009887202337,0.9153195488721804
88,Countryside,0.75,0.5,0.75,True,0.2366,0.1687,0.4926,1.0402,1.1463,12.7755,157.908,summer,105.07,Countryside,False,0.2754,0.0,0.5296,1.3113,1.0713,20.7694,114.896,summer,106.01,0.8591140159767612,1.3743559392842222,0.9911329119894349
89,Countryside,0.75,0.5,1.0,True,0.2359,0.1694,0.4903,1.0354,1.1432,12.6647,164.956,summer,99.99,Countryside,False,0.2764,0.0,0.5355,1.3015,1.0713,20.7694,114.896,summer,106.01,0.8534732272069465,1.4356983707004594,0.943212904442977
90,Countryside,0.75,0.75,0.0,True,0.2364,0.1503,0.5128,0.9588,1.9104,4.599,154.95600000000002,summer,110.62,Countryside,False,0.2703,0.0,0.578,1.2092,1.7853,7.169,115.092,summer,106.84,0.8745837957824639,1.3463663851527474,1.0353800074878323
